name,display_name,aliases,category,display_class,tags,default_route,all_routes,routes_with_dose,has_dose_data,has_duration_data,half_life_minutes,mechanism_summary,effects,references,data_gaps
Hyaluronidase,,Hydase,,medical_rx,,,,,no,no,2.1,"Hyaluronidase is a spreading or diffusing substance which modifies the permeability of connective tissue through the hydrolysis of hyaluronic acid, a polysaccharide found in the intercellular ground substance of connective tissue, and of certain specialized tissues, such as the umbilical cord and vitreous humor. Hyaluronic acid is also present in the capsules of type A and C hemolytic streptococci. Hyaluronidase hydrolyzes hyaluronic acid by splitting the glucosaminidic bond between C1 of the glucosamine moiety and C4 of glucuronic acid. This temporarily decreases the viscosity of the cellular cement and promotes diffusion of injected fluids or of localized transudates or exudates, thus facilitating their absorption. Hyaluronidase cleaves glycosidic bonds of hyaluronic acid and, to a variable degree, some other acid mucopolysaccharides of the connective tissue.",,The role of hyaluronidase in the treatment of complications from hyaluronic acid dermal fillers,"dose_ranges_by_route, duration_by_route"
Hydergine,,Dihydroergotoxine | Ergoloid mesylates,Nootropic,recreational,alpha-antagonist | ergot-derivative | ergot-mixture | nootropic,oral,oral,oral,yes,no,,,,https://en.wikipedia.org/wiki/Ergoloid,"duration_by_route, half_life_minutes, mechanism_of_action"
Hydrochlorothiazide,,Microzide,Cardiovascular,medical_rx,antihypertensive | thiazide diuretic,,,,no,no,612.0,"Inhibits sodium reabsorption by inhibiting the sodium-chloride cotransporters in the distal convoluted tubule of nephrons, causing increased excretion of sodium, chloride, potassium, magnesium, and water. Thiazide diuretics cause retention of calcium, bicarbonate, and uric acid.",,"FDA label for Lisinopril and Hydrochlorothiazide (hydrochlorothiazide), Clinical Pharmacology — t1/2 ≈ 5.6-14.8 h","dose_ranges_by_route, duration_by_route"
Hydrocodone-Acetaminophen,,Lorcet | Lortab | Norco | Vicodin,Opioid,recreational,analgesic | antipyretic | opioid,,,,no,no,,"Hydrocodone: is a semisynthetic full opioid agonist that binds to opioid receptors (primarily mu-opioid receptors) blocking transmission of nociceptive signals and inhibiting other pain pathways. The primary therapeutic action is analgesia, however, this agent also exhibits dose-related degrees of anxiolysis, euphoria, sedation, respiratory depression, and gastrointestinal system smooth muscle contraction. Acetaminophen: The mechanism of action of acetaminophen is not well-defined. Its antipyretic and analgesic activity are thought to result from inhibition of prostaglandin synthesis and release in the central nervous system. Inhibition of the nitric oxide (NO) pathway via action on neurotransmitter receptors, such as N-methyl-D-aspartate (NMDA) and substance P, also may result in elevation of the pain threshold.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Hydrocortisone,,Cortaid | Cortef | Cortifoam | Cortisone | Cortizone | Hydrocortisone Butyrate | Hydrocortisone-topical | Procto-pak | Westcort | various other brands | 氢化可的松,Endocrine,medical_rx,OTC-topical | anti-inflammatory | corticosteroid,,,,no,no,102.0,"Hydrocortisone is a synthetic glucocorticoid with potent anti-inflammatory and immunomodulating properties. After cell entry, it binds to corticosteroid receptors on the nucleus and produces anti-inflammatory, antiproliferative, immunosuppressive, and vasoconstrictive effects that can be beneficial for psoriatic, pruritic, and other corticosteroid responsive dermatoses.",,https://en.wikipedia.org/wiki/Hydrocortisone | 10.1002/j.1552-4604.1991.tb01906.x,"dose_ranges_by_route, duration_by_route"
Hydromorphone,,Dihydromorphinone | Dilaudid | Dimorphone | Exalgo | Hidromorfona | Hydromorph-Contin | Hydromorphonum | Idromorfone | Jurnista | Palladone | diluadid | 地劳迪德 | 尤尼斯塔 | 帕拉东 | 氢吗啡酮,Opioid,recreational,MOR-full-agonist | UGT2B7-substrate | analgesic | class:substituted morphinans | habit-forming | high-potency | opioid,insufflation,insufflation | intravenous | oral | rectal,insufflation | intravenous | oral | rectal,yes,yes,,"Hydromorphone is a semisynthetic full opioid agonist that binds to opioid receptors (primarily mu-opioid receptors) blocking transmission of nociceptive signals and inhibiting other pain pathways. The primary therapeutic action is analgesia, however, this agent also exhibits dose-related degrees of anxiolysis, euphoria, sedation, respiratory depression, and gastrointestinal system smooth muscle contraction.",,,"half_life_minutes, references"
Hydroxynorketamine,,"2R,6R-HNK | HNK",Dissociative,recreational,AMPA-active | AMPA-potentiator | arylcyclohexylamine | investigational-antidepressant | metabolite | no-human-data | non-dissociative | research-chemical | α7-nAChR-active,,,,no,no,,,,https://en.wikipedia.org/wiki/Hydroxynorketamine | NMDAR inhibition-independent antidepressant actions of ketamine metabolites,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
Ibandronate,,Boniva,,medical_rx,bisphosphonate,,,,no,no,,"Binds to bone hydroxyapatite and inhibits osteoclast activity, thus reducing bone resorption (breakdown).",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Ibotenic acid,,IBO | 鹅膏蕈氨酸,Psychedelic,recreational,class:Isoxazole amino acid,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Idarubicin,,Idamycin Pfs,,medical_rx,,,,,no,no,1320.0,Idarubicin hydrochloride is a DNA-intercalating analog of daunorubicin which has an inhibitory effect on nucleic acid synthesis and interacts with the enzyme topoisomerase II. The absence of a methoxy group at position 4 of the anthracycline structure gives the compound a high lipophilicity which results in an increased rate of cellular uptake compared with other anthracyclines.,,"FDA label for Idamycin PFS (idarubicin hydrochloride), Clinical Pharmacology 12.3 — mean terminal t½ 22 h | https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=all&query=0013-2576","dose_ranges_by_route, duration_by_route"
Idebenone,,Catena | Raxone | Sovrima,Nootropic,recreational,NQO1-dependent | antioxidant | complex-I-bypass | low-oral-bioavailability | mitochondrial | nootropic,oral,oral,oral,yes,no,,,,https://en.wikipedia.org/wiki/Idebenone,"duration_by_route, half_life_minutes, mechanism_of_action"
IDNNA,,,Psychedelic,recreational,PIHKAL | phenethylamine,,,,no,no,,,,https://erowid.org/library/books_online/pihkal/pihkal090.shtml,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
IDRA-21,,,AMPAkine,recreational,AMPA-PAM | AMPA-PAM-prototype | benzothiadiazine | investigational | no-human-PK | no-human-data | research-chemical | research-chemical-popular,,,,no,no,,,,https://en.wikipedia.org/wiki/IDRA-21,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
Ifosfamide,,Ifex,,medical_rx,,,,,no,no,420.0,"Ifosfamide is a prodrug that requires metabolic activation by hepatic cytochrome P450 isoenzymes to exert its cytotoxic activity. Activation occurs by hydroxylation at the ring carbon atom forming the unstable intermediate 4-hydroxyifosfamide and its ring-opened aldo tautomer, which decomposes to yield the cytotoxic and urotoxic compound acrolein and an alkylating isophosphoramide mustard as well as multiple other nontoxic products. The exact mechanism of action of ifosfamide has not been determined, but its cytotoxic action is primarily through DNA crosslinks caused by alkylation by the isophosphoramide mustard at guanine N-7 positions. The formation of inter- and intra-strand cross-links in the DNA results in cell death.",,"FDA label for ifosfamide injection (ifosfamide), Clinical Pharmacology/Pharmacokinetics — t½ ≈ 7 h at conventional doses | https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=all&query=0338-3991","dose_ranges_by_route, duration_by_route"
IGF-1 DES,,,Peptide,medical_rx,growth-factor | no-human-data | peptide | wada-prohibited,subcutaneous,subcutaneous,,no,no,,Truncated IGF-1 (DES 1-3) — IGF-1R agonist.,,https://en.wikipedia.org/wiki/Insulin-like_growth_factor_1,half_life_minutes
IHCH-711,,,,medical_rx,,oral,oral,oral,yes,yes,,"IHCH-7113 is a 5-HT2A receptor agonist. In mouse studies it induces a head-twitch response comparable to that of DOI or LSD, and this response is blocked by the 5-HT2A receptor antagonist volinanserin.",,,"half_life_minutes, references"
Iloperidone,,Fanapt,Antipsychotic,medical_rx,2nd generation antipsychotic | 5HT2A-antagonist | D2-antagonist | QTc-risk | alpha1-blocker | antipsychotic | atypical-antipsychotic | prescription-only,oral,oral,,no,yes,1260.0,"Competitively blocks of D2 dopamine and 5HT-2A serotonin receptors. These mechanisms are notably thought to be related to its efficacy for indicated conditions. Also blocks, to varying degrees, other subtypes of dopamine receptors (D1, D3, D4, D5), serotonin (5HT-2C and 5HT-7) receptors, histamine-1 receptors, and alpha-1 and alpha-2 adrenergic receptors. Partial agonist of 5HT-1A.",,https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022192lbl.pdf | https://en.wikipedia.org/wiki/Iloperidone,dose_ranges_by_route
IM,,,Psychedelic,recreational,PIHKAL | phenethylamine,,,,no,no,,,,https://erowid.org/library/books_online/pihkal/pihkal091.shtml,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
Imipramine,,Janimine | Tofranil,Antidepressant,medical_rx,QTc-prolongation-risk | TCA | anticholinergic | antidepressant | overdose-risk | prescription-only | serotonin-syndrome-risk | tertiary amine,,,,no,no,1080.0,"Primarily inhibits norepinephrine and serotonin reuptake at the presynaptic neurons leading to higher concentrations of these neurotransmitters in the neuronal synapse. As a tertiary amine (TCAs are either tertiary or secondary amines), this drug displays more selectivity towards serotonin reuptake inhibition. Additionally, blocks histamine-H1, alpha-1 adrenergic, and muscarinic receptors accounting for sedative, hypotensive and anticholinergic effects, respectively.",,https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/012449s069lbl.pdf | https://en.wikipedia.org/wiki/Imipramine | https://www.ncbi.nlm.nih.gov/books/NBK425164/,"dose_ranges_by_route, duration_by_route"
Indacaterol,,Arcapta Neohaler,,medical_rx,long-acting beta-2 agonist,,,,no,no,,Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation.,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Indacaterol-Glycopyrrolate,,Utibron Neohaler,,medical_rx,long-acting beta-2 agonist | long-acting muscarinic antagonist,,,,no,no,,Indacaterol: Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation. Glycopyrrolate: Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation.,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Indapamide,,Lozol,Cardiovascular,medical_rx,antihypertensive | thiazide diuretic,,,,no,no,840.0,"Inhibits sodium reabsorption by inhibiting the sodium-chloride cotransporters in the distal convoluted tubule of nephrons, causing increased excretion of sodium, chloride, potassium, magnesium, and water. Thiazide diuretics cause retention of calcium, bicarbonate, and uric acid.",,https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=all&query=0228-2571,"dose_ranges_by_route, duration_by_route"
Indapex,,5-MeO-TMT,Psychedelic,recreational,research-chemical | tentative,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Indapyrophenidone,,,Stimulant,recreational,habit-forming | research-chemical | stimulant | tentative,inhalation,inhalation | insufflation,inhalation | insufflation,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Indatraline,,LU-19-005,Stimulant,recreational,SNDRI | investigational | long-duration | research-chemical | slow-onset,,,,no,no,,,,https://en.wikipedia.org/wiki/Indatraline,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
Indium,,Indium In 111 Chloride,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Indomethacin,,Indocin | Tivorbex,Analgesic,medical_rx,analgesic | cox-1/cox-2 non-selective | nsaid,,,,no,no,,"Reversibly inhibits cyclooxygenase-1 and 2 (COX-1 and 2) enzymes causing decreased prostaglandin precursor formation. This results in anti-inflammatory, analgesic, and antipyretic effects.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Inositol,,D-Chiro-Inositol | IP6 | Inositol Hexaphosphate | Myo-Inositol,Supplement,otc,GABAergic | OTC | PCOS | amino-acid-derivative | anxiolytic | insulin-sensitizer | mood | supplement,oral,oral,oral,yes,yes,240.0,,,https://en.wikipedia.org/wiki/Inositol | https://examine.com/supplements/inositol/,mechanism_of_action
Insulin aspart,,Fiasp | NovoLog,,medical_rx,antidiabetic | rapid-acting insulin,,,,no,no,81.0,"The primary activity of insulin is regulation of glucose metabolism. Insulin and its analogs lower blood glucose by stimulating peripheral glucose uptake, especially by skeletal muscle and fat, and by inhibiting hepatic glucose production. Insulin inhibits lipolysis and proteolysis, and enhances protein synthesis.",,"FDA label for NOVOLOG (insulin aspart), Clinical Pharmacology 12.3 Pharmacokinetics — t½ ≈ 81 min | https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=all&query=0169-3201","dose_ranges_by_route, duration_by_route"
Insulin degludec,,Tresiba,,medical_rx,antidiabetic | long-acting insulin,,,,no,no,,"The primary activity of insulin is regulation of glucose metabolism. Insulin and its analogs lower blood glucose by stimulating peripheral glucose uptake, especially by skeletal muscle and fat, and by inhibiting hepatic glucose production. Insulin inhibits lipolysis and proteolysis, and enhances protein synthesis.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Insulin detemir,,Levemir,,medical_rx,antidiabetic | long-acting insulin,,,,no,no,,"The primary activity of insulin is regulation of glucose metabolism. Insulin and its analogs lower blood glucose by stimulating peripheral glucose uptake, especially by skeletal muscle and fat, and by inhibiting hepatic glucose production. Insulin inhibits lipolysis and proteolysis, and enhances protein synthesis.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Insulin glargine,,Basaglar | Lantus | Semglee | Toujeo,,medical_rx,antidiabetic | long-acting insulin,,,,no,no,,"The primary activity of insulin is regulation of glucose metabolism. Insulin and its analogs lower blood glucose by stimulating peripheral glucose uptake, especially by skeletal muscle and fat, and by inhibiting hepatic glucose production. Insulin inhibits lipolysis and proteolysis, and enhances protein synthesis.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Insulin glulisine,,Apidra,,medical_rx,antidiabetic | rapid-acting insulin,,,,no,no,42.0,"The primary activity of insulin is regulation of glucose metabolism. Insulin and its analogs lower blood glucose by stimulating peripheral glucose uptake, especially by skeletal muscle and fat, and by inhibiting hepatic glucose production. Insulin inhibits lipolysis and proteolysis, and enhances protein synthesis.",,"FDA label for Apidra (insulin glulisine), Clinical Pharmacology/Pharmacokinetics — apparent t½ 42 minutes subcutaneous","dose_ranges_by_route, duration_by_route"
Insulin Human,,Afrezza,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Insulin lispro,,Admelog | HumaLog | Lyumjev,,medical_rx,antidiabetic | rapid-acting insulin,,,,no,no,,"The primary activity of insulin is regulation of glucose metabolism. Insulin and its analogs lower blood glucose by stimulating peripheral glucose uptake, especially by skeletal muscle and fat, and by inhibiting hepatic glucose production. Insulin inhibits lipolysis and proteolysis, and enhances protein synthesis.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Iodine,,KI | Lugol's Iodine | Nascent Iodine | Potassium Iodide,Supplement,otc,OTC | essential-mineral | mineral | supplement | thyroid,oral,oral,oral,yes,no,11520.0,,,https://ods.od.nih.gov/factsheets/Iodine-HealthProfessional/ | https://en.wikipedia.org/wiki/Iodine_in_biology,"duration_by_route, mechanism_of_action"
Ipamorelin,,NNC 26-0161,Peptide,medical_rx,GH-secretagogue | gray-market | peptide | performance-enhancing,subcutaneous,subcutaneous,subcutaneous,yes,yes,120.0,,,"Ipamorelin, the first selective growth hormone secretagogue. | https://en.wikipedia.org/wiki/Ipamorelin",mechanism_of_action
Ipomoea Tricolor,,三色牵牛,,medical_rx,,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
Ipratropium,,Atrovent HFA,,medical_rx,short-acting muscarinic antagonist,,,,no,no,120.0,Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation.,,"FDA label for Atrovent HFA (ipratropium bromide), Clinical Pharmacology 12.3 — t½ ≈ 2 h","dose_ranges_by_route, duration_by_route"
Ipratropium-Albuterol,,Combivent Respimat,,medical_rx,short-acting beta-2 agonist | short-acting muscarinic antagonist,,,,no,no,,Ipratropium: Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation. Albuterol: Rapidly agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation.,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
Irbesartan,,Avapro,Cardiovascular,medical_rx,angiotensin-ii receptor blocker | antihypertensive,,,,no,no,780.0,"Blocks angiotensin II from binding to the angiotensin II receptor, which prevents subsequent vasoconstriction.",,"FDA label for Irbesartan tablets, Clinical Pharmacology 12.3 — terminal t½ = 11–15 hours | https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=all&query=0024-5850","dose_ranges_by_route, duration_by_route"
Irinotecan,,Onivyde,,medical_rx,,,,,no,no,,"Irinotecan is a derivative of camptothecin. Camptothecins interact specifically with the enzyme topoisomerase I, which relieves torsional strain in DNA by inducing reversible single-strand breaks. Irinotecan and its active metabolite SN-38 bind to the topoisomerase I-DNA complex and prevent religation of these single-strand breaks. Current research suggests that the cytotoxicity of irinotecan is due to double-strand DNA damage produced during DNA synthesis when replication enzymes interact with the ternary complex formed by topoisomerase I, DNA, and either irinotecan or SN-38. Mammalian cells cannot efficiently repair these doublestrand breaks.",,,"dose_ranges_by_route, duration_by_route, half_life_minutes, references"
IRIS,,,Psychedelic,recreational,PIHKAL | phenethylamine,,,,no,no,,,,https://erowid.org/library/books_online/pihkal/pihkal093.shtml,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
Iron Bisglycinate,,Ferrochel | Ferrous Bisglycinate | Gentle Iron | Iron Glycinate,Supplement,otc,GI-side-effects | OTC | hematopoiesis | mineral | oxygen-transport | supplement,oral,oral,oral,yes,no,2880.0,,,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/ | https://en.wikipedia.org/wiki/Iron_supplement,"duration_by_route, mechanism_of_action"
ISF 2522,,奥拉西坦,Nootropic,recreational,,oral,oral,oral,yes,yes,,研究显示，奥拉西坦能够增加海马细胞中的乙酰胆碱释放。由于乙酰胆碱参与记忆巩固功能，这或许可以解释它的益智药效应哦。,,,"half_life_minutes, references"
Isocarboxazid,,Marplan,Antidepressant,medical_rx,MAOI | antidepressant | dietary-restriction | hypertensive-crisis-risk | irreversible-MAOI | prescription-only | serotonin-syndrome-risk,,,,no,no,150.0,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/010632s041lbl.pdf | https://en.wikipedia.org/wiki/Isocarboxazid,"dose_ranges_by_route, duration_by_route, mechanism_of_action"
Isomethadone,,isoamidone,Opioid,recreational,MOR-full-agonist | habit-forming | methadone-isomer | tentative,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Isophenidine,,NPDPA | NSC 34569 | isopropylphenidine,Dissociative,recreational,"class:1,2-diarylethylamine",insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Isophenmetrazine,,,Stimulant,recreational,habit-forming | research-chemical | tentative,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Isopropylphenidate,,IPH | IPP | IPPD | IPPH | isopropyl phenidate,Stimulant,recreational,DAT-selective | class:substituted phenidates | habit-forming | long-duration | research-chemical | tentative,insufflation,insufflation | oral,insufflation | oral,yes,yes,,"目前还没有对异丙基哌醋甲酯进行正式的体内人体研究。然而，大鼠体内研究发现了兴奋作用；体外研究分别评估了单胺转运体结合亲和力和各种水解酶的亲和力。 这些研究结果表明，异丙基哌醋甲酯的药理作用与其母体化合物哌甲酯非常相似。这两种物质之间的显著区别在于：异丙基哌醋甲酯作为去甲肾上腺素再摄取抑制剂的活性明显较低；且 CES1 水解酶（专门负责将这两种物质水解为利他林酸）对异丙基哌醋甲酯的亲和力比对哌甲酯低 8 倍。

这些差异导致该物质在等效有效剂量下，与哌甲酯相比，具有更显著的多巴胺能活性，而肾上腺素能活性相对较低。此外，该物质比哌甲酯持续时间更长，在给定剂量下的效力也比哌甲酯更强。异丙基哌醋甲酯与哌甲酯相比更高的效力在口服给药时最为显著，这是因为 CES1 亲和力较低，提高了异丙基哌醋甲酯的生物利用度，而哌甲酯口服时由于肝脏中 CES1 的首过代谢，生物利用度明显较低。

尽管这两种物质之间存在显著差异，但异丙基哌醋甲酯仍被认为主要作为多巴胺再摄取抑制剂和去甲肾上腺素再摄取抑制剂发挥作用。这意味着它通过结合并部分阻断通常从突触间隙移除这些单胺的转运蛋白，有效地提高大脑中去甲肾上腺素和多巴胺神经递质的水平。这使得多巴胺和去甲肾上腺素在大脑内积聚，从而产生兴奋作用。",Analysis enhancement | Anxiety | Appetite suppression | Cognitive euphoria | Cognitive fatigue | Dehydration | Depression | Focus enhancement | Increased heart rate | Irritability | Motivation enhancement | Stimulation | Teeth grinding | Thought acceleration | Thought deceleration | Vasoconstriction | Wakefulness,,"half_life_minutes, references"
Isoproscaline,,IP,Psychedelic,recreational,PIHKAL | phenethylamine | research-chemical | tentative,oral,oral,oral,yes,yes,,,,https://erowid.org/library/books_online/pihkal/pihkal092.shtml,"half_life_minutes, mechanism_of_action"
Isotonitazene,,ISO | ITZ,Opioid,recreational,US-Schedule-I | active-metabolite | benzimidazole-opioid | class:Benzimidazole-derived nitazene opioid | extreme-potency | fatalities-reported | fentanyl-stronger | mu-full-agonist | naloxone-high-dose-required | nitazene | subnanomolar-EC50,insufflation,insufflation | oral,insufflation | oral,yes,no,,,,https://en.wikipedia.org/wiki/Isotonitazene,"duration_by_route, half_life_minutes, mechanism_of_action"
Isotonitazepyne,,N-pyrrolidino isotonitazene | NPI | PYRITZ | iso-pyne,Opioid,recreational,designer-opioid | fatalities-reported | fentanyl-class-potency | fentanyl-stronger | less-mor-selective | mu-full-agonist | mu-opioid-agonist | naloxone-high-dose-required | nitazene | opioid,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,https://en.wikipedia.org/wiki/Isotonitazepyne,"half_life_minutes, mechanism_of_action"
Ivacaftor,,Kalydeco,,medical_rx,,,,,no,no,720.0,"Ivacaftor is a potentiator of the CFTR protein. The CFTR protein is a chloride channel present at the surface of epithelial cells in multiple organs. Ivacaftor facilitates increased chloride transport by potentiating the channel open probability (or gating) of CFTR protein located at the cell surface. The overall level of ivacaftor-mediated CFTR chloride transport is dependent on the amount of CFTR protein at the cell surface and how responsive a particular mutant CFTR protein is to ivacaftor potentiation. CFTR Chloride Transport Assay in Fisher Rat Thyroid (FRT) cells expressing mutant CFTR In order to evaluate the response of mutant CFTR protein to ivacaftor, total chloride transport was determined in Ussing chamber electrophysiology studies using a panel of FRT cell lines transfected with individual CFTR mutations. Ivacaftor increased chloride transport in FRT cells expressing CFTR mutations that result in CFTR protein being delivered to the cell surface.",,https://dailymed.nlm.nih.gov/dailymed/search.cfm?labeltype=all&query=51167-200,"dose_ranges_by_route, duration_by_route"
Ivermectin,,,,medical_rx,,,,,no,no,1080.0,,,"FDA label for STROMECTOL (ivermectin), Clinical Pharmacology/Pharmacokinetics — t½ ≈ 18 hours","dose_ranges_by_route, duration_by_route, mechanism_of_action"
J,,,Psychedelic,recreational,PIHKAL | phenethylamine,oral,oral,oral,yes,yes,,,,https://erowid.org/library/books_online/pihkal/pihkal094.shtml,"half_life_minutes, mechanism_of_action"
J-147,,J147,Nootropic,recreational,AMPK-activator-indirect | ATP-synthase-modulator | investigational | neuroprotective | nootropic | preclinical-mostly | research-chemical,,,,no,no,,,,https://en.wikipedia.org/wiki/J147,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
JHW-007,,N-butyl-AHN-1055,Stimulant,recreational,DRI | atypical-DAT-inhibitor | cocaine-antagonist | investigational | no-human-data | research-chemical | sigma-antagonist,,,,no,no,,,,Uromodulin storage disease.,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
JJC8-088,,,Stimulant,recreational,DRI | cocaine-like-DAT | hERG-liability | hERG-strong | investigational | no-human-data | outward-open-DAT | research-chemical,,,,no,no,,,,The C-terminal region of tumor necrosis factor like weak inducer of apoptosis is required for interaction with advanced glycation end products.,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
JNJ-7925476,,,Stimulant,recreational,SNDRI | investigational | research-chemical,,,,no,no,,,,https://pubmed.ncbi.nlm.nih.gov/,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
JWH-018,,AM-678 | K2 | NA-PIMO | Spice | ‘Spice’/‘K2’ active,Cannabinoid,recreational,AKI-risk | US-Schedule-I | aminoalkylindole | class:naphthoylindole | full-agonist-CB1 | high-risk | high-toxicity | no-human-data | research-chemical | seizure-risk | synthetic-cannabinoid,inhalation,inhalation | oral,inhalation | oral,yes,yes,,,,https://en.wikipedia.org/wiki/JWH-018,"half_life_minutes, mechanism_of_action"
JWH-073,,Spice,Cannabinoid,recreational,US-Schedule-I | aminoalkylindole | class:naphthoylindole | full-agonist-CB1 | high-risk | synthetic-cannabinoid,inhalation,inhalation,inhalation,yes,yes,,与大多数合成大麻素不同（包括JWH-018），JWH-073在CB1受体与CB2受体这两种大麻素受体上都是完全受体激动剂；不过，与JWH-018不同的是，JWH-073在人类相关相互作用方面的研究还不算充分。只是动物研究显示，它的结合特征高于四氢大麻酚。,,https://en.wikipedia.org/wiki/JWH-073,half_life_minutes
JYI-73,,氟溴唑仑,,medical_rx,,oral,oral,oral,yes,yes,,"Benzodiazepines produce their effects by binding to the benzodiazepine receptor site and acting on receptors to amplify the efficiency and effects of the neurotransmitter gamma-aminobutyric acid (GABA). Because this site represents the most abundant inhibitory receptor set in the brain, its modulation results in the sedating (or depressant) effect of flubrotizolam on the nervous system. The anticonvulsant properties of benzodiazepines may be attributable in part or in full to binding at voltage-dependent sodium channels rather than at the benzodiazepine receptor.

Life-threatening adverse reactions have been observed at flubrotizolam doses as low as 3 mg.",,,"half_life_minutes, references"
Kanna,,Sceletium tortuosum | channa,Depressant,recreational,SSRI-like-natural-product | habit-forming | miscategorized,inhalation,inhalation | insufflation | oral,inhalation | insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
Kava,,Piper methysticum | kava-kava | 卡瓦,Depressant,recreational,CYP3A4-inhibitor | GABA-A-PAM-non-BZ-site | habit-forming | hepatotoxicity-rare,oral,oral,oral,yes,yes,,"从药理学上说，卡瓦的效应来自植物中发现的 18 种不同化学成分，也就是卡瓦内酯，其中已有六种被发现会在体内直接产生精神活性。首先是麻醉椒苦素、7,8-二氢麻醉椒苦素和 7,8-二氢醉椒素，它们都会作用于 GABA 受体，并表现为激动作用，从而产生人们熟悉的抗焦虑效应。7,8-二氢麻醉椒苦素还是一种可逆的选择性单胺氧化酶抑制剂，具体作用于 MAO-B 酶。接下来是甲氧醉椒素，它的独特之处在于能够激活内源性大麻素系统中的 CB 受体。去甲氧基醉椒素同样也是一种 MAO-B 抑制剂，并且能够提高伏隔核中的多巴胺水平。这一点，再加上其可能提高血清素和其他儿茶酚胺浓度，或许就是卡瓦被认为能促进注意力的原因呢。最后是醉椒素。已有证据表明，醉椒素可能是一种血清素-去甲肾上腺素再摄取抑制剂（SNRI），也有证据显示它可能是 NMDA 受体的激活剂。醉椒素也已被证明是一种有效的 GABA 受体激动剂，并且是增强 GABA 效能的正向变构调节剂。由于其对钠离子（Na）通道的拮抗作用，醉椒素还具有较弱的抗癫痫作用。它同时也是一种有效的心境稳定剂，既能作为钙离子（Ca）通道的拮抗剂，也能作为钾离子通道（K 通道）的正向调节剂。它对钙离子通道的作用也使其成为有效的抗惊厥剂，并且与甲氧醉椒素协同后，能够通过同时作用于钙离子通道和内源性大麻素系统而产生良好的镇痛效果哦。",,,"half_life_minutes, references"
